id,quality
6303,6
6116,6
4911,6
3333,6
2749,5
429,5
1740,5
5013,7
4190,6
336,5
1792,7
6164,6
3714,5
2062,7
6475,6
2216,6
2817,6
3492,5
4858,5
4027,8
4282,5
5921,6
6217,5
4385,6
2109,5
5932,6
5456,7
1495,5
1365,5
794,5
350,6
3334,5
816,6
6463,5
6394,6
2628,5
5082,7
5144,6
4796,6
3818,5
2357,5
2846,6
4104,6
6041,6
831,6
194,6
6012,6
3718,6
406,5
4636,5
6330,5
328,5
1890,5
4348,6
446,6
947,7
2835,5
4918,6
4130,6
5866,6
1310,5
5740,7
496,6
2724,5
2288,5
3915,5
2957,4
3451,6
3553,6
3217,6
1604,8
386,6
723,5
210,6
1974,6
1379,7
4927,7
3430,5
3400,5
343,5
1558,5
2639,6
3678,6
6497,7
5528,6
3930,6
3126,6
5853,7
454,6
3653,7
4441,5
204,6
3760,6
614,6
645,5
193,5
1962,6
1351,6
2134,5
795,5
5977,6
6010,5
3003,6
2649,6
756,6
4209,6
5108,7
5625,5
1251,5
1690,6
5867,6
2511,5
4270,5
5147,5
3573,6
4910,5
882,6
4791,6
4703,5
412,6
1367,5
3980,5
1795,7
3982,6
6104,5
4363,6
6469,5
420,6
5451,6
3160,6
119,6
5611,6
3587,6
217,5
1238,5
4514,5
1797,5
6448,5
2421,6
5702,6
3775,5
5892,6
5582,5
5116,6
1389,7
822,7
1652,5
3766,5
5302,5
1764,6
251,6
2700,6
6362,5
4053,7
1657,6
2113,5
2743,5
3115,6
3021,7
6456,6
5869,6
5972,7
4935,5
2927,7
6132,7
3251,6
6377,6
6482,5
6321,5
115,6
3816,6
4007,7
5112,5
5547,5
5086,4
4427,5
4776,6
1555,7
1207,6
2175,8
5428,5
4551,7
607,5
2696,5
1399,5
3830,7
5406,5
4140,5
5791,6
6485,5
3699,6
1715,6
1716,6
1225,7
320,7
5459,6
1875,6
4654,6
4844,5
172,6
6380,6
3026,6
4212,6
867,6
260,5
765,6
2040,5
2651,7
6406,5
873,6
241,5
6108,6
5435,5
2572,5
1872,5
2405,7
3059,7
3837,5
3869,6
3047,6
436,5
3267,6
1192,5
3353,6
2177,6
659,7
4263,5
5378,5
6146,6
1415,6
5053,5
3850,6
4756,5
198,6
5227,5
3964,5
5572,3
5621,5
2454,5
4311,6
2673,7
1396,7
5085,5
3880,7
5476,6
3979,7
4906,6
383,6
4985,7
2450,6
4010,6
2129,6
4734,5
1535,6
3647,6
371,5
4764,5
1248,7
5155,6
6073,7
1910,6
1754,5
4293,5
1445,6
827,6
1,5
1977,6
5461,5
2661,7
876,5
4052,6
1191,5
2885,7
3213,6
4881,6
6357,5
5517,6
2335,4
4125,5
6460,6
4612,6
3721,5
3034,6
523,7
4449,7
1239,6
4588,5
4879,6
4490,6
1637,5
497,6
2407,6
4767,6
2162,6
5509,5
2354,5
4136,6
3814,6
2161,7
5450,6
3723,7
2322,5
6175,6
3424,5
2201,7
3518,6
4218,6
728,6
3774,6
2294,5
639,6
4099,6
1825,6
443,5
2344,5
1012,5
2238,5
5898,6
3726,5
6208,5
5939,6
1687,5
2123,6
4735,5
2728,6
2228,6
1800,5
3621,5
5820,6
2776,6
1743,6
5571,7
5032,5
4867,5
472,5
4973,5
6170,6
5683,5
4617,6
3725,7
5010,5
2731,5
3897,7
1978,6
6135,5
5953,6
2144,7
5438,5
5505,6
899,5
4101,7
5354,5
5445,6
6070,7
1590,6
5779,6
4788,5
5697,5
2994,7
4670,5
5881,5
860,6
2440,6
6216,6
4812,6
1662,5
5502,6
3216,6
5601,7
1356,6
1398,7
3797,5
4768,5
1644,7
3871,7
6348,7
2165,5
1530,7
1894,5
5500,5
3392,5
5984,6
3386,6
4059,6
6426,6
5479,6
432,5
5826,6
5178,6
151,5
959,7
6354,6
5753,6
3441,5
6043,6
6252,7
2251,6
5124,6
2363,6
3197,6
5822,5
2695,6
4987,6
803,5
2909,5
3998,7
4359,6
2714,6
862,6
1339,6
4116,5
4223,5
5478,7
3359,6
1193,6
3391,6
5344,5
5643,7
384,5
5948,6
5651,4
6322,6
2687,6
812,7
3163,5
1450,5
3092,5
2295,7
3908,6
4923,6
1241,5
3538,5
2070,6
6387,6
6013,7
2864,7
5360,6
1179,5
215,5
5214,5
4543,7
2554,5
418,6
2014,8
1371,5
5307,5
711,5
5153,7
5070,6
3604,7
784,5
5718,7
5693,6
4186,5
4071,6
6241,5
1063,5
3189,6
4013,5
3645,5
1130,6
1975,6
5633,5
3072,5
3641,5
2856,6
2751,6
2698,6
1026,5
5754,6
4511,6
4287,6
2098,6
769,6
1024,6
1599,6
3602,4
3110,7
388,6
4782,5
676,5
1770,6
434,5
872,7
1782,7
2512,6
4176,7
5530,6
2974,6
1300,5
4411,6
2481,5
1293,4
824,5
5905,5
3331,6
1483,5
1328,5
5819,6
3550,5
988,5
719,5
5996,6
5152,6
3468,6
3431,5
3275,5
3136,5
5968,5
5955,7
1543,5
1052,3
633,6
4797,5
2607,5
6092,6
5250,6
2875,6
5667,5
3650,6
1592,5
611,5
6194,6
2616,5
107,6
641,5
1603,7
6410,5
2112,6
1186,6
5322,6
4892,6
2225,7
2080,6
3654,7
4495,5
6407,6
2284,6
6007,5
6437,6
2460,6
5409,7
1720,5
453,6
2624,6
4137,5
4573,6
4957,6
4318,6
504,6
498,4
695,7
2381,5
3884,5
5119,5
621,6
2806,5
5637,5
158,6
4015,6
2313,6
5225,8
4737,6
1276,6
2250,4
3043,6
1037,7
6429,7
4963,7
5818,6
4110,6
2057,7
4675,6
3910,6
457,6
4997,5
2780,6
835,6
2035,5
3358,5
5216,6
236,5
3686,6
377,5
4680,5
1244,6
503,6
3029,6
4747,6
1209,6
1612,7
4826,7
5989,5
1983,6
881,6
1752,6
5722,6
5590,5
2425,5
4201,7
563,5
131,5
2632,5
735,6
2745,6
5727,6
3933,6
1937,6
5268,7
1460,5
3290,5
2880,6
1369,7
6445,6
1628,6
396,6
2895,5
3691,5
4405,7
4834,5
3305,6
3976,6
2327,6
5956,5
2716,6
2839,5
3608,6
3694,5
1712,6
5326,6
608,7
911,7
4755,6
1298,6
3117,5
5390,5
3785,5
4237,5
1893,7
1701,7
152,6
4269,5
6366,6
3004,6
1837,5
904,6
1456,7
3807,7
1068,7
583,6
3697,6
5911,5
4847,6
2369,5
1418,6
3749,6
5117,6
4499,6
1663,6
6078,5
1256,5
5042,6
1971,6
3347,5
5301,5
3696,5
2079,6
1516,6
5534,7
3539,7
2934,5
5270,6
4561,5
2261,6
411,5
5220,6
6386,5
5316,5
953,7
4751,5
3274,5
3926,7
3013,5
4822,5
6442,6
3845,6
3323,5
3355,7
2962,6
2965,7
203,6
3502,5
518,6
5106,5
1710,5
5249,6
1100,5
3643,6
5065,6
2606,5
4496,6
120,5
5605,5
3191,5
2104,5
4853,5
1581,7
2664,6
1930,5
4766,5
283,6
1780,6
5135,5
3015,5
1035,6
4062,8
399,6
4008,7
3544,5
5072,5
63,5
5463,7
3111,7
5332,5
3335,6
3357,6
3791,6
464,5
704,8
338,7
2467,6
380,6
2825,6
2449,6
4718,5
2581,7
5894,5
5863,5
5846,6
1173,5
476,7
1613,6
3876,8
916,7
836,6
4781,6
1107,6
3490,5
4785,6
635,7
1677,6
1475,5
3846,5
5411,6
4789,7
483,5
4650,5
3953,5
4999,5
2199,7
1867,5
4993,6
3637,6
5991,6
3310,6
5752,6
5058,6
143,7
1965,5
555,7
4651,5
4109,6
4412,7
137,7
3182,6
6361,7
4459,6
1788,5
3220,6
5703,6
4866,6
5050,6
1414,6
2647,6
2,6
147,5
3139,5
5408,6
3769,5
742,6
1538,7
2590,7
2582,5
337,6
971,5
1385,7
4903,6
4471,6
5938,7
5933,7
3950,6
3684,5
3018,6
3261,6
3952,5
1955,6
6400,6
36,7
4733,6
5380,5
5632,7
4537,7
5920,7
6265,7
70,6
1681,6
6127,6
5028,7
3532,6
5430,6
355,6
3419,6
499,7
1600,6
1737,6
5325,7
1631,6
2502,6
4084,5
2525,7
3990,6
1967,6
2397,7
1174,6
3746,5
3958,5
2893,6
6259,6
3410,5
977,5
2560,6
4444,5
4861,6
3840,6
285,5
770,5
375,5
1869,5
2471,5
6432,7
2702,6
3415,5
5035,5
4663,5
4061,6
4346,5
5709,8
1533,6
1629,5
6000,6
817,6
2637,6
2992,6
156,5
6072,6
698,5
4713,5
5909,5
2333,6
1471,5
4350,6
4667,5
1352,8
4473,5
806,6
5969,6
736,6
1748,6
6374,7
6111,5
2296,5
2031,5
4389,6
5009,5
4226,6
1513,5
2024,7
1134,5
918,5
893,5
5768,7
1081,5
1565,5
3600,6
2520,5
2360,6
5666,6
5149,6
2058,6
2126,5
6396,6
368,5
6049,7
4665,5
2857,6
106,6
2487,5
5976,5
4649,7
3632,6
5318,6
2703,5
4991,7
4259,7
62,5
4458,5
3062,7
1005,7
5471,6
2281,6
2823,5
6242,5
2476,5
4762,6
5626,5
3354,5
1927,5
5842,5
2087,5
1624,7
1713,6
1135,6
1406,5
1683,6
4310,7
6344,7
1236,6
4111,5
2300,5
2136,7
206,5
1905,6
1830,5
2988,7
207,5
1839,6
3316,5
2717,6
6137,7
5401,5
1086,6
871,5
177,6
317,5
322,7
2176,5
4547,7
2367,5
3122,6
4108,6
1695,5
3777,6
3171,5
5878,5
4518,5
2234,5
5770,6
5376,7
5704,5
3703,5
1105,7
24,6
3443,6
1736,5
2821,5
5219,5
1482,6
3469,7
1136,5
2127,6
239,5
4414,7
482,5
3803,7
535,6
1333,5
5519,6
3557,6
6185,5
4632,6
2464,5
1709,6
1317,7
6392,8
5856,6
3750,5
786,5
5000,5
552,5
4683,6
1392,6
4575,5
3888,5
4354,5
1707,5
902,5
6494,6
307,5
5680,5
2459,7
6336,6
4277,6
190,7
1395,5
3071,6
3778,6
1230,6
3218,6
3744,7
4339,6
12,5
2969,5
4352,6
3368,6
3259,5
1331,7
3636,6
2266,5
714,6
5699,6
1205,6
5559,5
4257,5
2446,7
6014,5
2689,7
1640,7
4884,5
5558,7
2103,6
5610,6
4868,6
3408,6
1749,5
1956,6
1923,5
4504,5
2653,5
1311,5
4246,7
489,5
5804,5
4873,5
5945,5
1725,5
5320,5
5829,6
1168,7
3497,6
4249,6
3388,6
4564,6
1470,7
2382,5
637,5
3056,5
3124,6
5672,6
5561,5
3458,6
5682,6
6025,7
821,7
886,5
5814,5
3715,7
5928,6
4387,6
1708,6
2478,6
2680,7
2246,7
4272,5
3169,5
1808,6
957,5
6320,6
5564,5
6433,6
3865,5
5104,6
865,5
717,7
3713,6
5206,6
3966,6
5729,6
5356,5
693,6
4453,6
235,5
1405,5
6444,6
2894,6
617,6
540,7
5857,6
2998,6
6183,7
3407,7
4962,6
4655,7
3961,6
5259,5
6419,6
1073,5
2319,4
3145,7
1036,7
6069,5
5916,7
2385,6
3363,5
6324,6
1602,6
3401,5
1642,6
3150,5
4627,7
3780,6
5799,5
3999,5
2602,5
4901,6
1578,5
6028,7
181,6
2390,5
1928,6
6155,5
2638,7
4066,6
4982,7
5309,5
1771,6
3542,6
2461,5
4025,5
2072,6
3829,5
3435,7
318,7
1882,7
6251,6
3174,5
6399,7
5121,5
3099,5
2611,6
1092,6
5988,6
628,6
2157,7
3102,6
3440,6
1916,6
5382,7
484,6
3693,7
2377,7
4012,6
762,6
4801,5
1323,6
3436,5
4964,5
6250,6
4284,5
1171,6
2086,6
5638,5
5903,6
2153,6
4152,7
261,5
5317,5
2829,5
6130,5
6202,6
3942,5
4325,5
4527,8
228,5
6158,6
2578,6
6296,5
4576,5
5720,5
5616,6
3265,5
2094,5
3596,7
5923,5
5575,6
1341,6
2364,5
2537,6
3031,6
3228,5
1721,5
4380,6
4185,5
1669,5
556,5
1539,6
5280,7
2861,7
667,6
3516,6
5687,6
1295,6
6117,7
6418,6
347,7
5120,5
1411,7
3070,6
2676,5
2075,6
5489,6
1849,6
2910,7
4763,6
5995,6
90,6
6031,5
815,4
3373,5
785,5
272,6
3722,5
687,6
6464,6
1218,5
2646,6
5113,5
5021,6
4394,7
3806,6
4695,5
440,6
5658,5
4168,5
3631,6
6360,6
2433,6
6244,6
2941,5
3448,6
1617,5
81,7
2718,6
1911,6
4638,6
5455,5
3609,6
2299,6
1027,6
597,5
3483,5
349,7
5097,7
3379,5
282,5
6481,6
2088,5
1214,5
6093,6
3057,6
3109,5
5410,5
2493,5
1381,6
4256,6
2198,6
2858,7
5303,5
1454,7
1288,7
2530,6
39,6
1158,5
2442,6
3995,6
4836,7
3165,6
3739,5
2541,6
3300,6
3790,5
2713,7
5281,5
3989,5
6349,6
1473,6
1948,6
4035,7
5936,6
6299,6
6272,6
5477,5
2778,5
6089,6
1856,5
6247,6
6090,5
1177,6
884,5
5254,5
6358,5
1822,6
1364,5
5258,6
5562,5
5305,6
1512,5
5849,5
3096,6
1605,7
2890,5
4525,7
1572,5
1799,6
2501,5
4714,6
1202,5
1904,5
6315,6
3770,5
5313,6
1501,6
6240,6
4433,5
4606,6
1199,5
3820,7
2838,6
956,7
6420,5
5816,6
1243,5
2287,6
481,7
3374,6
1908,5
3570,5
2919,6
3089,5
359,5
4684,6
678,6
1728,5
86,5
5847,5
1588,7
243,6
6363,6
515,6
6029,6
5789,6
5714,5
4717,6
451,7
5843,7
4798,6
1563,6
703,6
2000,5
3970,6
2297,5
3252,6
4585,5
2279,6
802,5
1401,5
5425,7
4669,6
5758,5
2021,6
4463,5
4313,5
2437,6
1769,6
838,5
4279,7
779,6
167,7
348,6
3127,5
5345,6
5748,7
471,5
3487,6
2477,5
4745,6
89,5
3895,6
4648,7
4605,6
5464,6
4996,6
6246,5
4882,6
1257,7
618,6
44,5
4530,6
1761,6
4033,6
3330,5
679,7
4538,6
3077,6
3190,6
6447,6
3875,6
3992,6
264,6
992,6
2020,5
4998,7
4049,7
975,5
2111,6
5367,6
801,6
3249,5
2722,5
2519,5
5858,5
1838,6
3341,6
1827,6
2078,6
3758,6
2100,7
1272,6
5498,5
2474,7
4454,5
5612,5
4329,6
4345,6
3297,6
93,5
3152,5
4501,5
3393,5
4932,6
2271,5
602,6
1561,6
2781,5
5529,6
1626,5
3362,7
6220,5
3038,6
4975,6
4552,5
6337,6
4615,5
5148,6
4114,6
3755,6
804,5
225,6
4196,6
2314,6
6302,7
2337,6
5201,6
4151,6
2754,5
5507,5
2748,5
1000,7
5447,5
2334,5
447,6
5274,7
994,6
883,5
4623,6
367,6
